NUM_VIAJE,CIUDAD_ORIGEN,CIUDAD_DESTINO,NUM_SILLA,HORA_SALIDA
1512,Barranquilla,Bogotá,13,1427
1513,Cartagena,Barranquilla,14,0553
1514,Cali,Medellin,15,0009
1515,Cartagena,Medellin,16,0356
1516,Barranquilla,Cali,17,1232
1517,Cali,Medellin,18,0059
1518,Barranquilla,Cali,19,0933
1519,Cartagena,Cali,20,2231
1520,Bogotá,Medellin,1,0450
1521,Bogotá,Cartagena,2,0948
1522,Cartagena,Barranquilla,3,1701
1523,Bogotá,Bogotá,4,1725
1524,Bogotá,Bogotá,5,1436
1525,Cartagena,Medellin,6,1155
1526,Cali,Cartagena,7,0819
1527,Medellin,Bogotá,8,0548
1528,Cali,Bogotá,9,0052
1529,Bogotá,Cali,10,0441
1530,Barranquilla,Medellin,11,0745
1531,Cartagena,Medellin,12,0320
1532,Cartagena,Bogotá,13,1706
1533,Medellin,Bogotá,14,2127
1534,Barranquilla,Bogotá,15,1253
1535,Cali,Cartagena,16,0816
1536,Cali,Medellin,17,1843
1537,Barranquilla,Medellin,18,1255
1538,Medellin,Cartagena,19,2239
1539,Cartagena,Cartagena,20,1749
1540,Cali,Bogotá,1,1322
1541,Bogotá,Bogotá,2,1248
1542,Cartagena,Bogotá,3,0549
1543,Cartagena,Bogotá,4,2127
1544,Cali,Cartagena,5,1517
1545,Medellin,Bogotá,6,0854
1546,Cartagena,Cali,7,0206
1547,Barranquilla,Cartagena,8,1125
1548,Cartagena,Barranquilla,9,1104
1549,Barranquilla,Bogotá,10,1558
1550,Medellin,Bogotá,11,2253
1551,Cartagena,Cali,12,1821
1552,Medellin,Bogotá,13,1622
1553,Cartagena,Cali,14,0139
1554,Cartagena,Cartagena,15,0301
1555,Cartagena,Bogotá,16,1613
1556,Medellin,Cartagena,17,0825
1557,Cartagena,Medellin,18,1501
1558,Medellin,Cali,19,0325
1559,Barranquilla,Barranquilla,20,1706
1560,Cali,Cali,1,2120
1561,Bogotá,Medellin,2,1740
1562,Medellin,Bogotá,3,0958
1563,Barranquilla,Cartagena,4,0318
1564,Barranquilla,Cali,5,1034
1565,Medellin,Bogotá,6,1843
1566,Bogotá,Cali,7,1333
1567,Barranquilla,Medellin,8,1248
1568,Bogotá,Barranquilla,9,2353
1569,Barranquilla,Barranquilla,10,1127
1570,Barranquilla,Bogotá,11,0917
1571,Barranquilla,Cali,12,0833
1572,Bogotá,Cali,13,0429
1573,Bogotá,Cali,14,0555
1574,Barranquilla,Barranquilla,15,0031
1575,Cartagena,Medellin,16,0545
1576,Cartagena,Cali,17,0737
1577,Cartagena,Barranquilla,18,1244
1578,Bogotá,Barranquilla,19,1609
1579,Cali,Cali,20,0315
1580,Medellin,Cartagena,1,0512
1581,Barranquilla,Cartagena,2,1216
1582,Bogotá,Medellin,3,1053
1583,Cartagena,Barranquilla,4,0517
1584,Cali,Bogotá,5,2142
1585,Cali,Cartagena,6,0606
1586,Barranquilla,Medellin,7,0905
1587,Barranquilla,Bogotá,8,0643
1588,Barranquilla,Bogotá,9,0919
1589,Cartagena,Cartagena,10,1132
1590,Bogotá,Cartagena,11,1417
1591,Bogotá,Bogotá,12,2114
1592,Cartagena,Barranquilla,13,0639
1593,Cartagena,Cali,14,1321
1594,Barranquilla,Cali,15,0147
1595,Cali,Bogotá,16,2115
1596,Cali,Medellin,17,1200
1597,Barranquilla,Bogotá,18,1853
1598,Bogotá,Medellin,19,0027
1599,Barranquilla,Barranquilla,20,0039
1600,Cali,Medellin,1,1034
1601,Medellin,Barranquilla,2,2332
1602,Bogotá,Cartagena,3,2218
1603,Cali,Cartagena,4,0406
1604,Cali,Barranquilla,5,1704
1605,Barranquilla,Cali,6,0728
1606,Medellin,Cartagena,7,0605
1607,Bogotá,Medellin,8,2354
1608,Medellin,Bogotá,9,2124
1609,Barranquilla,Barranquilla,10,1105
1610,Medellin,Cartagena,11,1213
1611,Cali,Bogotá,12,1724
1612,Barranquilla,Medellin,13,1526
1613,Cartagena,Cali,14,2142
1614,Bogotá,Bogotá,15,1906
1615,Medellin,Cartagena,16,0909
1616,Bogotá,Cali,17,0530
1617,Cartagena,Cartagena,18,0638
1618,Cali,Barranquilla,19,0643
1619,Cartagena,Barranquilla,20,0132
1620,Barranquilla,Cali,1,2342
1621,Cartagena,Cartagena,2,0741
1622,Cali,Medellin,3,0908
1623,Cali,Cartagena,4,1306
1624,Bogotá,Barranquilla,5,0332
1625,Bogotá,Barranquilla,6,1510
1626,Cali,Cartagena,7,0600
1627,Medellin,Cali,8,0845
1628,Medellin,Cartagena,9,1324
1629,Cali,Medellin,10,0359
1630,Bogotá,Cali,11,2122
1631,Barranquilla,Medellin,12,1810
1632,Cali,Bogotá,13,2304
1633,Bogotá,Bogotá,14,2033
1634,Cali,Barranquilla,15,1548
1635,Cali,Barranquilla,16,0430
1636,Cali,Cali,17,2217
1637,Barranquilla,Barranquilla,18,1706
1638,Bogotá,Medellin,19,0225
1639,Bogotá,Bogotá,20,0324
1640,Bogotá,Cartagena,1,2009
1641,Cali,Medellin,2,0705
1642,Cali,Barranquilla,3,1416
1643,Bogotá,Cartagena,4,0209
1644,Barranquilla,Barranquilla,5,1104
1645,Medellin,Cali,6,0744
1646,Bogotá,Medellin,7,0732
1647,Medellin,Bogotá,8,1248
1648,Bogotá,Bogotá,9,1406
1649,Medellin,Cali,10,1630
1650,Medellin,Medellin,11,0206
1651,Medellin,Medellin,12,0019
1652,Cali,Barranquilla,13,1946
1653,Cartagena,Cali,14,0019
1654,Cartagena,Cali,15,1701
1655,Medellin,Medellin,16,2245
1656,Barranquilla,Barranquilla,17,1839
1657,Medellin,Cartagena,18,0337
1658,Medellin,Bogotá,19,0210
1659,Barranquilla,Barranquilla,20,0008
1660,Medellin,Cali,1,0200
1661,Bogotá,Cartagena,2,2211
1662,Bogotá,Bogotá,3,0420
1663,Cartagena,Medellin,4,1721
1664,Medellin,Cali,5,0650
1665,Cali,Cartagena,6,0205
1666,Bogotá,Cartagena,7,2357
1667,Medellin,Medellin,8,0256
1668,Medellin,Bogotá,9,1101
1669,Bogotá,Medellin,10,1346
1670,Cali,Cartagena,11,1955
1671,Bogotá,Cartagena,12,1722
1672,Medellin,Cali,13,1748
1673,Medellin,Barranquilla,14,1640
1674,Medellin,Cali,15,2251
1675,Cali,Cartagena,16,0543
1676,Cartagena,Cali,17,0052
1677,Cartagena,Barranquilla,18,1409
1678,Cali,Bogotá,19,0445
1679,Cali,Cartagena,20,0009
1680,Medellin,Medellin,1,0605
1681,Barranquilla,Medellin,2,0911
1682,Cali,Cali,3,1812
1683,Cartagena,Cali,4,0851
1684,Bogotá,Bogotá,5,0307
1685,Cartagena,Cartagena,6,1216
1686,Cali,Barranquilla,7,2045
1687,Cartagena,Cali,8,0355
1688,Medellin,Bogotá,9,0433
1689,Bogotá,Cartagena,10,2023
1690,Bogotá,Bogotá,11,1556
1691,Medellin,Barranquilla,12,0650
1692,Cali,Bogotá,13,1128
1693,Cali,Barranquilla,14,1924
1694,Barranquilla,Medellin,15,2045
1695,Bogotá,Bogotá,16,1337
1696,Cartagena,Cali,17,0122
1697,Medellin,Cali,18,0648
1698,Cali,Bogotá,19,1241
1699,Cali,Cali,20,1657
1700,Cartagena,Barranquilla,1,1007
1701,Cali,Barranquilla,2,1148
1702,Barranquilla,Barranquilla,3,1251
1703,Bogotá,Barranquilla,4,0052
1704,Bogotá,Cali,5,0852
1705,Bogotá,Cali,6,0835
1706,Cartagena,Cartagena,7,0728
1707,Barranquilla,Medellin,8,0109
1708,Barranquilla,Bogotá,9,1428
1709,Cali,Medellin,10,0436
1710,Cali,Cartagena,11,2052
1711,Barranquilla,Cartagena,12,1135
1712,Barranquilla,Medellin,13,1954
1713,Cali,Cali,14,2314
1714,Cartagena,Cali,15,0556
1715,Bogotá,Bogotá,16,1052
1716,Cali,Medellin,17,0629
1717,Medellin,Medellin,18,0004
1718,Barranquilla,Barranquilla,19,1043
1719,Cartagena,Medellin,20,1354
1720,Medellin,Cali,1,2028
1721,Barranquilla,Barranquilla,2,1023
1722,Barranquilla,Barranquilla,3,2252
1723,Barranquilla,Cartagena,4,0403
1724,Medellin,Bogotá,5,1222
1725,Cali,Barranquilla,6,1827
1726,Medellin,Cartagena,7,1357
1727,Cartagena,Cartagena,8,0024
1728,Bogotá,Medellin,9,0848
1729,Cartagena,Cali,10,0539
1730,Cali,Bogotá,11,1946
1731,Barranquilla,Bogotá,12,1815
1732,Cartagena,Cali,13,1320
1733,Cartagena,Cartagena,14,1840
1734,Cartagena,Cartagena,15,1720
1735,Bogotá,Cartagena,16,0503
1736,Cali,Cartagena,17,1434
1737,Barranquilla,Cartagena,18,1608
1738,Barranquilla,Medellin,19,1435
1739,Cali,Bogotá,20,1017
1740,Cali,Bogotá,1,2324
1741,Cali,Barranquilla,2,2337
1742,Medellin,Cartagena,3,1740
1743,Medellin,Barranquilla,4,0937
1744,Bogotá,Medellin,5,0124
1745,Bogotá,Bogotá,6,1627
1746,Cali,Barranquilla,7,2045
1747,Barranquilla,Cartagena,8,0011
1748,Cartagena,Cartagena,9,0730
1749,Bogotá,Bogotá,10,0643
1750,Cartagena,Barranquilla,11,1643
1751,Barranquilla,Cartagena,12,1349
1752,Cali,Cartagena,13,1021
1753,Barranquilla,Barranquilla,14,0905
1754,Medellin,Cali,15,0051
1755,Cali,Cartagena,16,1419
1756,Barranquilla,Cartagena,17,0944
1757,Bogotá,Bogotá,18,0748
1758,Bogotá,Bogotá,19,1219
1759,Barranquilla,Medellin,20,1121
1760,Bogotá,Medellin,1,1724
1761,Cartagena,Cali,2,0316
1762,Cartagena,Cali,3,1730
1763,Bogotá,Bogotá,4,0353
1764,Cali,Cali,5,1138
1765,Cartagena,Barranquilla,6,1123
1766,Barranquilla,Barranquilla,7,0640
1767,Barranquilla,Bogotá,8,1720
1768,Bogotá,Cartagena,9,1101
1769,Cartagena,Barranquilla,10,0652
1770,Bogotá,Bogotá,11,0553
1771,Cali,Cartagena,12,2048
1772,Barranquilla,Cartagena,13,1909
1773,Medellin,Barranquilla,14,2151
1774,Medellin,Bogotá,15,1625
1775,Barranquilla,Cali,16,0531
1776,Medellin,Cali,17,0436
1777,Medellin,Cartagena,18,0606
1778,Medellin,Cartagena,19,1901
1779,Medellin,Barranquilla,20,1523
1780,Cali,Barranquilla,1,0638
1781,Bogotá,Cartagena,2,1748
1782,Bogotá,Barranquilla,3,0838
1783,Cali,Medellin,4,2128
1784,Medellin,Bogotá,5,2008
1785,Bogotá,Cartagena,6,1350
1786,Medellin,Medellin,7,1415
1787,Bogotá,Bogotá,8,0732
1788,Medellin,Bogotá,9,0235
1789,Medellin,Barranquilla,10,1300
1790,Medellin,Cartagena,11,1108
1791,Cali,Cali,12,2008
1792,Cali,Cartagena,13,0437
1793,Medellin,Cartagena,14,0312
1794,Cartagena,Barranquilla,15,2015
1795,Bogotá,Bogotá,16,0854
1796,Bogotá,Cali,17,0419
1797,Medellin,Bogotá,18,1111
1798,Cartagena,Barranquilla,19,0741
1799,Cartagena,Barranquilla,20,1220
1800,Bogotá,Barranquilla,1,1910
1801,Medellin,Bogotá,2,0650
1802,Bogotá,Cartagena,3,0102
1803,Barranquilla,Bogotá,4,1403
1804,Bogotá,Cali,5,1740
1805,Cali,Cartagena,6,1126
1806,Medellin,Bogotá,7,2005
1807,Medellin,Barranquilla,8,1125
1808,Barranquilla,Barranquilla,9,1355
1809,Medellin,Barranquilla,10,0248
1810,Cali,Cartagena,11,2152
1811,Medellin,Cartagena,12,1206
1812,Medellin,Bogotá,13,2112
1813,Medellin,Cali,14,0954
1814,Cartagena,Bogotá,15,1659
1815,Bogotá,Cartagena,16,1331
1816,Medellin,Cartagena,17,0649
1817,Medellin,Cartagena,18,2123
1818,Medellin,Cartagena,19,0401
1819,Bogotá,Barranquilla,20,0420
1820,Bogotá,Medellin,1,0443
1821,Barranquilla,Cali,2,0123
1822,Cali,Barranquilla,3,2030
1823,Medellin,Barranquilla,4,0058
1824,Bogotá,Cartagena,5,0739
1825,Bogotá,Cartagena,6,2244
1826,Cartagena,Barranquilla,7,1714
1827,Barranquilla,Cartagena,8,0120
1828,Medellin,Cali,9,1529
1829,Cartagena,Medellin,10,0037
1830,Bogotá,Cali,11,0320
1831,Medellin,Cali,12,0757
1832,Medellin,Cali,13,1905
1833,Barranquilla,Cartagena,14,2232
1834,Cartagena,Cartagena,15,2022
1835,Barranquilla,Cali,16,0058
1836,Bogotá,Barranquilla,17,1139
1837,Bogotá,Medellin,18,1339
1838,Cartagena,Barranquilla,19,1345
1839,Cali,Bogotá,20,2042
1840,Bogotá,Bogotá,1,1459
1841,Bogotá,Cali,2,1905
1842,Barranquilla,Barranquilla,3,0912
1843,Cartagena,Cartagena,4,1505
1844,Cartagena,Cali,5,1522
1845,Medellin,Barranquilla,6,1411
1846,Barranquilla,Barranquilla,7,1247
1847,Cartagena,Medellin,8,2214
1848,Cali,Cartagena,9,0907
1849,Cartagena,Cali,10,0802
1850,Medellin,Barranquilla,11,0534
1851,Barranquilla,Medellin,12,2040
1852,Barranquilla,Medellin,13,1608
1853,Cartagena,Medellin,14,1611
1854,Cartagena,Medellin,15,1316
1855,Barranquilla,Medellin,16,2222
1856,Medellin,Medellin,17,0828
1857,Bogotá,Cartagena,18,1128
1858,Cali,Cartagena,19,1529
1859,Bogotá,Cali,20,2201
1860,Cartagena,Barranquilla,1,0158
1861,Cartagena,Medellin,2,0742
1862,Barranquilla,Medellin,3,0537
1863,Cartagena,Medellin,4,0153
1864,Bogotá,Medellin,5,2049
1865,Cartagena,Medellin,6,0109
1866,Cartagena,Cali,7,0850
1867,Cali,Bogotá,8,0416
1868,Cartagena,Cali,9,1258
1869,Barranquilla,Medellin,10,0939
1870,Medellin,Cartagena,11,0945
1871,Cartagena,Cali,12,0320
1872,Cartagena,Medellin,13,1348
1873,Cali,Bogotá,14,1622
1874,Cartagena,Bogotá,15,1959
1875,Cali,Cali,16,0053
1876,Medellin,Cartagena,17,0519
1877,Barranquilla,Cali,18,0231
1878,Bogotá,Cartagena,19,2357
1879,Medellin,Bogotá,20,0638
1880,Barranquilla,Medellin,1,0031
1881,Bogotá,Cali,2,0603
1882,Barranquilla,Bogotá,3,0443
1883,Barranquilla,Barranquilla,4,1131
1884,Cali,Cali,5,2137
1885,Cartagena,Bogotá,6,1349
1886,Medellin,Barranquilla,7,2348
1887,Medellin,Bogotá,8,1018
1888,Barranquilla,Cartagena,9,1659
1889,Bogotá,Medellin,10,0645
1890,Cartagena,Bogotá,11,2217
1891,Barranquilla,Cartagena,12,1307
1892,Cali,Cali,13,0004
1893,Cali,Cartagena,14,1621
1894,Bogotá,Cartagena,15,0344
1895,Medellin,Barranquilla,16,0522
1896,Cali,Medellin,17,1745
1897,Bogotá,Barranquilla,18,0721
1898,Cartagena,Bogotá,19,0709
1899,Cali,Cali,20,2022
1900,Cartagena,Cartagena,1,2209
1901,Medellin,Cali,2,1016
1902,Bogotá,Cali,3,0823
1903,Barranquilla,Barranquilla,4,1854
1904,Cali,Cali,5,1958
1905,Barranquilla,Bogotá,6,0323
1906,Cali,Medellin,7,0416
1907,Medellin,Cartagena,8,0058
1908,Bogotá,Medellin,9,2230
1909,Cartagena,Bogotá,10,0132
1910,Cartagena,Barranquilla,11,2110
1911,Bogotá,Cali,12,0600
1912,Medellin,Cali,13,2112
1913,Bogotá,Cali,14,1825
1914,Bogotá,Barranquilla,15,0940
1915,Bogotá,Cali,16,0417
1916,Bogotá,Cali,17,1437
1917,Bogotá,Cali,18,0026
1918,Cali,Medellin,19,0627
1919,Bogotá,Cartagena,20,0943
1920,Barranquilla,Bogotá,1,0749
1921,Medellin,Cali,2,2133
1922,Cartagena,Cali,3,0708
1923,Cali,Bogotá,4,1740
1924,Bogotá,Bogotá,5,1230
1925,Barranquilla,Bogotá,6,0916
1926,Bogotá,Barranquilla,7,0015
1927,Cali,Medellin,8,0850
1928,Medellin,Bogotá,9,0438
1929,Medellin,Medellin,10,1133
1930,Bogotá,Bogotá,11,1332
1931,Cartagena,Cali,12,1958
1932,Bogotá,Bogotá,13,0155
1933,Cartagena,Barranquilla,14,0645
1934,Bogotá,Cartagena,15,1453
1935,Cartagena,Barranquilla,16,0816
1936,Cartagena,Cartagena,17,1725
1937,Medellin,Barranquilla,18,2205
1938,Cartagena,Cali,19,0309
1939,Medellin,Cali,20,1717
1940,Medellin,Cali,1,0144
1941,Bogotá,Bogotá,2,0058
1942,Cali,Bogotá,3,0445
1943,Cali,Barranquilla,4,1528
1944,Cartagena,Bogotá,5,0122
1945,Bogotá,Bogotá,6,1804
1946,Medellin,Bogotá,7,0417
1947,Medellin,Medellin,8,2319
1948,Bogotá,Bogotá,9,1132
1949,Barranquilla,Bogotá,10,0336
1950,Cali,Cali,11,1141
1951,Barranquilla,Barranquilla,12,1104
1952,Barranquilla,Medellin,13,1713
1953,Cali,Cartagena,14,0648
1954,Barranquilla,Bogotá,15,0244
1955,Cali,Barranquilla,16,1529
1956,Barranquilla,Cali,17,0515
1957,Bogotá,Bogotá,18,0254
1958,Cartagena,Cartagena,19,1859
1959,Medellin,Cartagena,20,2331
1960,Medellin,Cali,1,0834
1961,Cartagena,Cali,2,2103
1962,Bogotá,Bogotá,3,0102
1963,Medellin,Cartagena,4,0251
1964,Cartagena,Bogotá,5,2012
1965,Bogotá,Cali,6,1845
1966,Barranquilla,Cartagena,7,0450
1967,Barranquilla,Cartagena,8,0455
1968,Cartagena,Bogotá,9,1519
1969,Barranquilla,Bogotá,10,2348
1970,Cali,Cartagena,11,0354
1971,Bogotá,Barranquilla,12,0909
1972,Medellin,Cartagena,13,0410
1973,Medellin,Medellin,14,2001
1974,Medellin,Cartagena,15,1241
1975,Cartagena,Cartagena,16,2325
1976,Cartagena,Cali,17,0551
1977,Barranquilla,Cartagena,18,1310
1978,Medellin,Medellin,19,1345
1979,Cali,Cartagena,20,0552
1980,Cali,Barranquilla,1,0611
1981,Barranquilla,Cali,2,2236
1982,Cali,Bogotá,3,0839
1983,Bogotá,Cartagena,4,0416
1984,Medellin,Medellin,5,1959
1985,Cali,Cali,6,1944
1986,Medellin,Bogotá,7,0615
1987,Cali,Cali,8,1520
1988,Cali,Barranquilla,9,0556
1989,Medellin,Bogotá,10,0333
1990,Cartagena,Cali,11,0921
1991,Bogotá,Medellin,12,2224
1992,Cartagena,Barranquilla,13,0854
1993,Cali,Barranquilla,14,1610
1994,Cartagena,Bogotá,15,0626
1995,Bogotá,Medellin,16,1117
1996,Cartagena,Barranquilla,17,0232
1997,Barranquilla,Cali,18,1910
1998,Cartagena,Cartagena,19,0652
1999,Barranquilla,Cali,20,1126
1000,Cali,Barranquilla,1,2214
1001,Barranquilla,Bogotá,2,1108
1002,Cali,Medellin,3,0148
1003,Barranquilla,Barranquilla,4,0857
1004,Medellin,Barranquilla,5,0916
1005,Cali,Barranquilla,6,0538
1006,Cartagena,Cartagena,7,1617
1007,Cali,Medellin,8,0035
1008,Cali,Cartagena,9,2246
1009,Medellin,Cali,10,1546
1010,Cartagena,Medellin,11,1253
1011,Barranquilla,Barranquilla,12,1526
1012,Barranquilla,Barranquilla,13,1622
1013,Cartagena,Bogotá,14,1001
1014,Medellin,Cartagena,15,0204
1015,Barranquilla,Cali,16,2057
1016,Barranquilla,Medellin,17,1008
1017,Bogotá,Barranquilla,18,0644
1018,Cartagena,Cali,19,1934
1019,Bogotá,Cali,20,0551
1020,Medellin,Cali,1,0711
1021,Barranquilla,Medellin,2,2239
1022,Barranquilla,Medellin,3,0841
1023,Bogotá,Medellin,4,0549
1024,Medellin,Cartagena,5,0758
1025,Cartagena,Cali,6,0217
1026,Cartagena,Cali,7,1232
1027,Cartagena,Barranquilla,8,1901
1028,Barranquilla,Barranquilla,9,0436
1029,Cali,Cartagena,10,1611
1030,Cali,Cali,11,0724
1031,Cali,Medellin,12,1640
1032,Cartagena,Bogotá,13,0511
1033,Cali,Medellin,14,0035
1034,Cali,Cartagena,15,0059
1035,Barranquilla,Cartagena,16,1010
1036,Bogotá,Bogotá,17,1234
1037,Cartagena,Cartagena,18,0237
1038,Cali,Cartagena,19,2205
1039,Cali,Barranquilla,20,1600
1040,Bogotá,Medellin,1,0852
1041,Cali,Medellin,2,1413
1042,Barranquilla,Barranquilla,3,1816
1043,Medellin,Cali,4,1708
1044,Medellin,Medellin,5,1543
1045,Cartagena,Barranquilla,6,1349
1046,Bogotá,Medellin,7,0931
1047,Cali,Cartagena,8,0947
1048,Barranquilla,Barranquilla,9,1140
1049,Medellin,Cali,10,0642
1050,Cartagena,Cali,11,1815
1051,Bogotá,Cartagena,12,2220
1052,Cali,Medellin,13,1429
1053,Cartagena,Cali,14,1958
1054,Bogotá,Bogotá,15,0933
1055,Cali,Cartagena,16,0721
1056,Cartagena,Bogotá,17,1737
1057,Bogotá,Cali,18,2115
1058,Cartagena,Medellin,19,1757
1059,Barranquilla,Cali,20,1932
1060,Medellin,Barranquilla,1,0310
1061,Cartagena,Cartagena,2,1419
1062,Medellin,Cartagena,3,0355
1063,Barranquilla,Barranquilla,4,2132
1064,Bogotá,Cali,5,2344
1065,Cali,Bogotá,6,1349
1066,Cartagena,Bogotá,7,2212
1067,Barranquilla,Barranquilla,8,1422
1068,Cartagena,Medellin,9,1541
1069,Cali,Cali,10,1819
1070,Cali,Barranquilla,11,1728
1071,Barranquilla,Bogotá,12,2231
1072,Cali,Cartagena,13,2026
1073,Cali,Medellin,14,1458
1074,Medellin,Barranquilla,15,1336
1075,Barranquilla,Barranquilla,16,1054
1076,Medellin,Cali,17,0918
1077,Barranquilla,Barranquilla,18,1032
1078,Cali,Barranquilla,19,2124
1079,Bogotá,Barranquilla,20,1009
1080,Cartagena,Cali,1,0611
1081,Bogotá,Bogotá,2,1529
1082,Cali,Barranquilla,3,1138
1083,Cartagena,Bogotá,4,1723
1084,Cali,Cartagena,5,2248
1085,Bogotá,Cali,6,1003
1086,Cali,Medellin,7,0828
1087,Cartagena,Bogotá,8,0029
1088,Barranquilla,Cali,9,0757
1089,Bogotá,Cartagena,10,1038
1090,Cartagena,Cartagena,11,0521
1091,Barranquilla,Cartagena,12,0146
1092,Medellin,Cali,13,2042
1093,Barranquilla,Cali,14,0941
1094,Cali,Bogotá,15,1339
1095,Barranquilla,Cartagena,16,0616
1096,Cartagena,Cartagena,17,0159
1097,Cali,Cali,18,0749
1098,Medellin,Cali,19,1904
1099,Medellin,Bogotá,20,0040
1100,Bogotá,Cartagena,1,0018
1101,Bogotá,Cali,2,1350
1102,Medellin,Bogotá,3,0358
1103,Medellin,Barranquilla,4,0105
1104,Bogotá,Medellin,5,1828
1105,Medellin,Bogotá,6,1234
1106,Cartagena,Medellin,7,1945
1107,Cali,Barranquilla,8,1131
1108,Cali,Barranquilla,9,2043
1109,Cali,Barranquilla,10,0726
1110,Cartagena,Bogotá,11,1045
1111,Cali,Cartagena,12,0741
1112,Medellin,Medellin,13,1525
1113,Cartagena,Barranquilla,14,0212
1114,Medellin,Barranquilla,15,1001
1115,Barranquilla,Cartagena,16,2308
1116,Medellin,Bogotá,17,1419
1117,Bogotá,Barranquilla,18,1059
1118,Cartagena,Bogotá,19,1109
1119,Barranquilla,Medellin,20,1542
1120,Cali,Medellin,1,0745
1121,Barranquilla,Bogotá,2,0731
1122,Bogotá,Barranquilla,3,1114
1123,Cali,Barranquilla,4,1804
1124,Barranquilla,Cali,5,1806
1125,Cartagena,Medellin,6,0751
1126,Bogotá,Bogotá,7,0848
1127,Medellin,Medellin,8,2319
1128,Bogotá,Cali,9,0808
1129,Barranquilla,Medellin,10,0804
1130,Barranquilla,Cali,11,0000
1131,Cali,Bogotá,12,0107
1132,Medellin,Bogotá,13,0028
1133,Cartagena,Cali,14,1012
1134,Cartagena,Cali,15,1126
1135,Bogotá,Cali,16,1249
1136,Barranquilla,Barranquilla,17,1647
1137,Bogotá,Barranquilla,18,0113
1138,Bogotá,Bogotá,19,1638
1139,Cartagena,Cartagena,20,0335
1140,Medellin,Medellin,1,0437
1141,Cartagena,Cartagena,2,1911
1142,Bogotá,Cali,3,0929
1143,Medellin,Cartagena,4,2300
1144,Barranquilla,Cartagena,5,0501
1145,Barranquilla,Bogotá,6,0959
1146,Medellin,Cartagena,7,0807
1147,Bogotá,Bogotá,8,2311
1148,Cali,Barranquilla,9,0913
1149,Medellin,Cali,10,1114
1150,Barranquilla,Barranquilla,11,0402
1151,Cartagena,Bogotá,12,1627
1152,Cali,Bogotá,13,0240
1153,Cali,Barranquilla,14,2328
1154,Medellin,Medellin,15,0200
1155,Cali,Cartagena,16,2154
1156,Cali,Barranquilla,17,1743
1157,Barranquilla,Cali,18,1954
1158,Medellin,Cali,19,0323
1159,Medellin,Cartagena,20,0119
1160,Bogotá,Barranquilla,1,1143
1161,Cartagena,Cali,2,1509
1162,Cartagena,Cartagena,3,1702
1163,Bogotá,Medellin,4,1621
1164,Bogotá,Bogotá,5,1128
1165,Bogotá,Cartagena,6,1224
1166,Medellin,Bogotá,7,0338
1167,Medellin,Medellin,8,0253
1168,Bogotá,Cartagena,9,2100
1169,Medellin,Cartagena,10,1920
1170,Medellin,Bogotá,11,1131
1171,Cartagena,Cartagena,12,0543
1172,Cartagena,Medellin,13,0318
1173,Bogotá,Bogotá,14,1721
1174,Barranquilla,Cali,15,0051
1175,Barranquilla,Bogotá,16,1412
1176,Bogotá,Bogotá,17,2221
1177,Bogotá,Cartagena,18,2022
1178,Barranquilla,Bogotá,19,1327
1179,Bogotá,Medellin,20,0556
1180,Cali,Bogotá,1,1309
1181,Medellin,Barranquilla,2,1734
1182,Cartagena,Bogotá,3,1240
1183,Cartagena,Cali,4,1442
1184,Cartagena,Cali,5,2324
1185,Bogotá,Barranquilla,6,1542
1186,Bogotá,Cali,7,0254
1187,Barranquilla,Barranquilla,8,2318
1188,Bogotá,Cartagena,9,0129
1189,Medellin,Cali,10,0231
1190,Bogotá,Barranquilla,11,0507
1191,Bogotá,Barranquilla,12,1334
1192,Cartagena,Cartagena,13,1037
1193,Bogotá,Bogotá,14,1815
1194,Medellin,Medellin,15,0144
1195,Barranquilla,Cali,16,1238
1196,Bogotá,Bogotá,17,1316
1197,Cartagena,Cali,18,2331
1198,Cartagena,Cartagena,19,0051
1199,Cartagena,Cartagena,20,2316
1200,Bogotá,Medellin,1,0033
1201,Medellin,Medellin,2,0305
1202,Cali,Bogotá,3,0737
1203,Cali,Bogotá,4,0745
1204,Medellin,Bogotá,5,1749
1205,Cartagena,Medellin,6,1114
1206,Cali,Bogotá,7,1730
1207,Cali,Medellin,8,1308
1208,Medellin,Bogotá,9,1347
1209,Cali,Barranquilla,10,0919
1210,Barranquilla,Cartagena,11,0712
1211,Medellin,Medellin,12,0402
1212,Barranquilla,Medellin,13,0638
1213,Cartagena,Bogotá,14,0835
1214,Cali,Cartagena,15,0919
1215,Barranquilla,Barranquilla,16,2149
1216,Cartagena,Bogotá,17,0014
1217,Barranquilla,Bogotá,18,0222
1218,Bogotá,Bogotá,19,2319
1219,Cali,Cali,20,2241
1220,Medellin,Cartagena,1,0542
1221,Cali,Cartagena,2,0049
1222,Bogotá,Barranquilla,3,0301
1223,Barranquilla,Medellin,4,1907
1224,Medellin,Cali,5,0556
1225,Medellin,Bogotá,6,0252
1226,Bogotá,Barranquilla,7,2327
1227,Bogotá,Barranquilla,8,1023
1228,Bogotá,Medellin,9,0814
1229,Cali,Cartagena,10,1241
1230,Barranquilla,Cali,11,0652
1231,Cartagena,Medellin,12,0953
1232,Medellin,Bogotá,13,0241
1233,Medellin,Medellin,14,0800
1234,Medellin,Cali,15,0349
1235,Barranquilla,Barranquilla,16,0206
1236,Barranquilla,Medellin,17,0139
1237,Cartagena,Barranquilla,18,1026
